pid,cid,year,Sample Membership,Current Wave Status,Weighting Factor,Amt of education or training,Marital Status,Length of time within firm,Occupational Position,Occupational Change,College Degree,Employment Status,Working in Trained,Reasons for occupational change,Required Training for Job,Imputed Flag for LabGross,Gross Labor Income,Labor force Status,Working Experience Full Time Employment,Vocational Degree Received,Apprenticeship,ISCED class,ISCO code,hid,gender
901,94,2012,1,10,6510.99,10.5,3,10.833000183105469,522,-2,-2,1,1,-2,5,0,1792,11,40.08300018310547,1,-2,3,-2,94,2
901,94,2009,1,10,8105.01,10.5,3,8.083000183105469,522,-2,-2,1,1,-2,5,0,1800,11,37.33300018310547,1,-2,3,-2,94,2
901,94,2009,1,10,8105.01,10.5,3,8.083000183105469,522,2,-2,1,1,-2,5,0,1800,11,37.33300018310547,1,-2,3,-2,94,2
901,94,2015,1,10,7726.2,10.5,3,-2,13,1,-2,5,-2,12,-2,-2,-2,1,42.33300018310547,1,-2,3,-2,94,2
901,94,2015,1,10,7726.2,10.5,3,-2,13,12,-2,5,-2,12,-2,-2,-2,1,42.33300018310547,1,-2,3,-2,94,2
901,94,2017,3,10,8457,10.5,3,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,42.33300018310547,1,-2,3,NA,94,2
901,94,2017,3,10,8457,10.5,3,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,42.33300018310547,1,-2,3,NA,94,2
901,94,2003,1,10,7612.61,10.5,3,1.8329999446868896,522,2,-2,1,1,-2,5,1,2500,11,31.33300018310547,1,-2,3,-2,94,2
901,94,2003,1,10,7612.61,10.5,3,1.8329999446868896,522,-2,-2,1,1,-2,5,1,2500,11,31.33300018310547,1,-2,3,-2,94,2
901,94,2005,1,10,7918.34,10.5,3,3.8329999446868896,522,-2,-2,1,1,-2,5,0,1802,11,33.33300018310547,1,-2,3,-2,94,2
901,94,2005,1,10,7918.34,10.5,3,3.8329999446868896,522,2,-2,1,1,-2,5,0,1802,11,33.33300018310547,1,-2,3,-2,94,2
901,94,2007,1,10,7494.89,10.5,3,6.083000183105469,522,-2,-2,1,1,-2,5,0,1800,11,35.58300018310547,1,-2,3,-2,94,2
901,94,2007,1,10,7494.89,10.5,3,6.083000183105469,522,2,-2,1,1,-2,5,0,1800,11,35.58300018310547,1,-2,3,-2,94,2
901,94,2020,1,10,9050.98,10.5,3,-2,13,1,-2,5,-2,-2,-2,-2,-2,2,42.33300018310547,1,-2,3,NA,94,2
901,94,2020,1,10,9050.98,10.5,3,-2,13,-2,-2,5,-2,-2,-2,-2,-2,2,42.33300018310547,1,-2,3,NA,94,2
901,94,2013,1,10,7467.93,10.5,3,11.75,522,-2,-2,1,1,-2,5,0,1800,11,41,1,-2,3,-2,94,2
901,94,2013,1,10,7467.93,10.5,3,11.75,522,2,-2,1,1,-2,5,0,1800,11,41,1,-2,3,-2,94,2
901,94,2016,3,10,8992.46,10.5,3,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,42.33300018310547,1,-2,3,-2,94,2
901,94,2016,3,10,8992.46,10.5,3,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,42.33300018310547,1,-2,3,-2,94,2
901,94,2008,1,10,8145.72,10.5,3,7,522,-2,-2,1,1,-2,5,0,1800,11,36.25,1,-2,3,-2,94,2
901,94,2008,1,10,8145.72,10.5,3,7,522,2,-2,1,1,-2,5,0,1800,11,36.25,1,-2,3,-2,94,2
901,94,2004,1,10,7774.95,10.5,3,2.8329999446868896,521,-2,-2,1,1,-2,5,0,1734,11,32.33300018310547,1,-2,3,-2,94,2
901,94,2004,1,10,7774.95,10.5,3,2.8329999446868896,521,2,-2,1,1,-2,5,0,1734,11,32.33300018310547,1,-2,3,-2,94,2
901,94,2011,1,10,6924.85,10.5,3,10,522,-2,-2,1,1,-2,5,0,1783,11,39.25,1,-2,3,-2,94,2
901,94,2011,1,10,6924.85,10.5,3,10,522,2,-2,1,1,-2,5,0,1783,11,39.25,1,-2,3,-2,94,2
901,94,2006,1,10,7760.49,10.5,3,5,522,-2,-2,1,1,-2,5,0,1975,11,34.5,1,-2,3,-2,94,2
901,94,2006,1,10,7760.49,10.5,3,5,522,2,-2,1,1,-2,5,0,1975,11,34.5,1,-2,3,-2,94,2
901,94,2001,1,10,6913.72,10.5,3,28.91699981689453,522,-2,-2,1,1,-2,5,0,1841,11,29.25,1,-2,3,-2,94,2
901,94,2001,1,10,6913.72,10.5,3,28.91699981689453,522,2,-2,1,1,-2,5,0,1841,11,29.25,1,-2,3,-2,94,2
2301,230,2000,1,10,3034.56,18,4,NA,640,2,2,1,1,-2,9,0,4499,11,25.08300018310547,-2,-2,6,2149,230,1
2301,230,2000,1,10,3034.56,18,4,NA,640,-2,2,1,1,-2,9,0,4499,11,25.08300018310547,-2,-2,6,2149,230,1
2301,230,2019,1,10,1129.55,18,5,-2,13,-2,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,NA,230,1
2301,230,2019,1,10,1129.55,18,5,-2,13,1,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,NA,230,1
2301,230,2002,1,10,3579.38,18,4,23.83300018310547,640,2,2,1,1,-2,9,0,5000,11,27.08300018310547,-2,-2,6,2149,230,1
2301,230,2002,1,10,3579.38,18,4,23.83300018310547,640,-2,2,1,1,-2,9,0,5000,11,27.08300018310547,-2,-2,6,2149,230,1
2301,230,2018,1,10,1104.87,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,230,1
2301,230,2010,1,10,1196.72,18,5,31.91699981689453,640,-2,2,1,1,-2,9,0,4500,11,35.16699981689453,-2,-2,6,-2,230,1
2301,230,2010,1,10,1196.72,18,5,31.91699981689453,640,2,2,1,1,-2,9,0,4500,11,35.16699981689453,-2,-2,6,-2,230,1
2301,230,2014,1,10,959.65,18,5,-2,13,1,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,-2,230,1
2301,230,2014,1,10,959.65,18,5,-2,13,-2,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,-2,230,1
2301,230,2012,1,10,894.53,18,5,33.91699981689453,640,2,2,1,1,-2,9,0,4300,11,37.16699981689453,-2,-2,6,-2,230,1
2301,230,2012,1,10,894.53,18,5,33.91699981689453,640,-2,2,1,1,-2,9,0,4300,11,37.16699981689453,-2,-2,6,-2,230,1
2301,230,2009,1,10,1105.35,18,5,30.91699981689453,640,-2,2,1,1,-2,9,0,4200,11,34.16699981689453,-2,-2,6,-2,230,1
2301,230,2009,1,10,1105.35,18,5,30.91699981689453,640,2,2,1,1,-2,9,0,4200,11,34.16699981689453,-2,-2,6,-2,230,1
2301,230,2015,1,10,1087.01,18,5,-2,13,1,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,-2,230,1
2301,230,2015,1,10,1087.01,18,5,-2,13,-2,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,-2,230,1
2301,230,2017,1,10,1024.01,18,5,-2,13,-2,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,NA,230,1
2301,230,2017,1,10,1024.01,18,5,-2,13,1,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,NA,230,1
2301,230,2003,1,10,3744.1,18,4,24.83300018310547,640,2,2,1,1,-2,9,0,6000,11,28.08300018310547,-2,-2,6,2149,230,1
2301,230,2003,1,10,3744.1,18,4,24.83300018310547,640,-2,2,1,1,-2,9,0,6000,11,28.08300018310547,-2,-2,6,2149,230,1
2301,230,2005,1,10,4039.32,18,2,26.91699981689453,640,-2,2,1,1,-2,9,0,5000,11,30.16699981689453,-2,-2,6,-2,230,1
2301,230,2005,1,10,4039.32,18,2,26.91699981689453,640,2,2,1,1,-2,9,0,5000,11,30.16699981689453,-2,-2,6,-2,230,1
2301,230,2007,1,10,1045.69,18,1,28.91699981689453,640,-2,2,1,1,-2,9,0,5000,11,32.16699981689453,-2,-2,6,-2,230,1
2301,230,2007,1,10,1045.69,18,1,28.91699981689453,640,2,2,1,1,-2,9,0,5000,11,32.16699981689453,-2,-2,6,-2,230,1
2301,230,2020,1,10,1098.47,18,5,-2,13,1,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,NA,230,1
2301,230,2020,1,10,1098.47,18,5,-2,13,-2,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,NA,230,1
2301,230,2013,1,10,925.27,18,5,-2,13,12,2,5,-2,12,-2,-2,-2,2,37.58300018310547,-2,-2,6,-2,230,1
2301,230,2013,1,10,925.27,18,5,-2,13,1,2,5,-2,12,-2,-2,-2,2,37.58300018310547,-2,-2,6,-2,230,1
2301,230,2016,1,10,1137.8,18,5,-2,13,1,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,-2,230,1
2301,230,2016,1,10,1137.8,18,5,-2,13,-2,2,5,-2,-2,-2,-2,-2,2,37.58300018310547,-2,-2,6,-2,230,1
2301,230,2008,1,10,1088.79,18,5,29.91699981689453,640,-2,2,1,1,-2,9,0,4900,11,33.16699981689453,-2,-2,6,-2,230,1
2301,230,2008,1,10,1088.79,18,5,29.91699981689453,640,2,2,1,1,-2,9,0,4900,11,33.16699981689453,-2,-2,6,-2,230,1
2301,230,2004,1,10,3757.05,18,2,25.83300018310547,640,-2,2,1,1,-2,9,0,4600,11,29.08300018310547,-2,-2,6,-2,230,1
2301,230,2004,1,10,3757.05,18,2,25.83300018310547,640,2,2,1,1,-2,9,0,4600,11,29.08300018310547,-2,-2,6,-2,230,1
2301,230,2011,1,10,951.12,18,5,32.91699981689453,640,-2,2,1,1,-2,9,0,4300,11,36.16699981689453,-2,-2,6,-2,230,1
2301,230,2011,1,10,951.12,18,5,32.91699981689453,640,2,2,1,1,-2,9,0,4300,11,36.16699981689453,-2,-2,6,-2,230,1
2301,230,2006,1,10,3568.72,18,2,27.91699981689453,640,-2,2,1,1,-2,9,0,6000,11,31.16699981689453,-2,-2,6,-2,230,1
2301,230,2006,1,10,3568.72,18,2,27.91699981689453,640,2,2,1,1,-2,9,0,6000,11,31.16699981689453,-2,-2,6,-2,230,1
2301,230,2001,1,10,3468.24,18,4,22.83300018310547,640,-2,2,1,1,-2,9,0,4602,11,26.08300018310547,-2,-2,6,2149,230,1
2301,230,2001,1,10,3468.24,18,4,22.83300018310547,640,2,2,1,1,-2,9,0,4602,11,26.08300018310547,-2,-2,6,2149,230,1
5201,523,2000,1,10,2133.21,11,1,NA,12,1,-2,5,-2,-2,-2,-2,-2,6,18.16699981689453,2,-2,3,-2,523,1
5201,523,2000,1,10,2133.21,11,1,NA,12,-2,-2,5,-2,-2,-2,-2,-2,6,18.16699981689453,2,-2,3,-2,523,1
5201,523,2019,1,10,1061.66,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,NA,523,1
5201,523,2019,1,10,1061.66,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,NA,523,1
5201,523,2002,1,10,2731.92,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2002,1,10,2731.92,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2018,1,10,1088.35,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,523,1
5201,523,2010,1,15,2771.76,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2010,1,15,2771.76,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2014,1,15,1503.13,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2014,1,15,1503.13,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2012,1,15,1732.72,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2012,1,15,1732.72,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2009,1,10,2891.33,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2009,1,10,2891.33,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2015,1,10,1411.94,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2015,1,10,1411.94,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2017,1,10,1205.71,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,NA,523,1
5201,523,2017,1,10,1205.71,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,NA,523,1
5201,523,2003,1,10,2660.88,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2003,1,10,2660.88,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2005,1,10,2850.42,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2005,1,10,2850.42,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2007,1,10,2916.87,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2007,1,10,2916.87,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2020,1,10,1307.69,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,NA,523,1
5201,523,2020,1,10,1307.69,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,NA,523,1
5201,523,2013,1,10,1446.91,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2013,1,10,1446.91,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2016,1,15,1286.71,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2016,1,15,1286.71,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2008,1,15,2898.36,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2008,1,15,2898.36,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2004,1,10,2639.17,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2004,1,10,2639.17,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2011,1,10,1893.4,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2011,1,10,1893.4,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2006,1,10,2677.11,11,1,-2,13,-2,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2006,1,10,2677.11,11,1,-2,13,1,-2,5,-2,-2,-2,-2,-2,1,18.16699981689453,2,-2,3,-2,523,1
5201,523,2001,1,10,2409.8,11,1,-2,12,-2,-2,5,-2,-2,-2,-2,-2,6,18.16699981689453,2,-2,3,-2,523,1
5201,523,2001,1,10,2409.8,11,1,-2,12,1,-2,5,-2,-2,-2,-2,-2,6,18.16699981689453,2,-2,3,-2,523,1
5202,523,2000,1,10,2140.54,10.5,1,NA,12,1,-2,5,-2,1,-2,-2,-2,6,21.16699981689453,1,-2,3,-2,523,2
5202,523,2000,1,10,2140.54,10.5,1,NA,12,1,-2,5,-2,1,-2,-2,-2,6,21.16699981689453,1,-2,3,-2,523,2
5202,523,2019,1,10,945.74,10.5,1,17.66699981689453,522,-2,-2,2,1,-2,5,0,2000,11,35.83300018310547,1,-2,3,NA,523,2
5202,523,2019,1,10,945.74,10.5,1,17.66699981689453,522,2,-2,2,1,-2,5,0,2000,11,35.83300018310547,1,-2,3,NA,523,2
5202,523,2002,1,10,2679.69,10.5,1,0.5,522,4,-2,1,2,-2,2,0,1400,11,22.66699981689453,1,-2,3,-2,523,2
5202,523,2002,1,10,2679.69,10.5,1,0.5,522,-2,-2,1,2,-2,2,0,1400,11,22.66699981689453,1,-2,3,-2,523,2
5202,523,2018,1,10,982.32,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,523,2
5202,523,2010,1,15,2426.91,10.5,1,8.583000183105469,522,-2,-2,1,1,-2,5,0,1900,11,30.75,1,-2,3,-2,523,2
5202,523,2010,1,15,2426.91,10.5,1,8.583000183105469,522,2,-2,1,1,-2,5,0,1900,11,30.75,1,-2,3,-2,523,2
5202,523,2014,1,15,1291.51,10.5,1,12.583000183105469,522,2,-2,2,2,-2,5,0,1700,11,33.58300018310547,1,-2,3,-2,523,2
5202,523,2014,1,15,1291.51,10.5,1,12.583000183105469,522,-2,-2,2,2,-2,5,0,1700,11,33.58300018310547,1,-2,3,-2,523,2
5202,523,2012,1,15,1511.33,10.5,1,10.583000183105469,522,2,-2,1,1,-2,5,0,1500,11,32.58300018310547,1,-2,3,-2,523,2
5202,523,2012,1,15,1511.33,10.5,1,10.583000183105469,522,-2,-2,1,1,-2,5,0,1500,11,32.58300018310547,1,-2,3,-2,523,2
5202,523,2009,1,10,2531.7,10.5,1,7.583000183105469,522,-2,-2,1,1,-2,5,0,1900,11,29.75,1,-2,3,-2,523,2
5202,523,2009,1,10,2531.7,10.5,1,7.583000183105469,522,2,-2,1,1,-2,5,0,1900,11,29.75,1,-2,3,-2,523,2
5202,523,2015,1,10,1274.93,10.5,1,13.583000183105469,521,2,-2,2,2,-2,1,0,1800,11,33.75,1,-2,3,-2,523,2
5202,523,2015,1,10,1274.93,10.5,1,13.583000183105469,521,-2,-2,2,2,-2,1,0,1800,11,33.75,1,-2,3,-2,523,2
5202,523,2017,1,10,1049.89,10.5,1,15.583000183105469,522,-2,-2,2,1,-2,5,0,1800,11,34.75,1,-2,3,NA,523,2
5202,523,2017,1,10,1049.89,10.5,1,15.583000183105469,522,2,-2,2,1,-2,5,0,1800,11,34.75,1,-2,3,NA,523,2
5202,523,2003,1,10,2614.11,10.5,1,1.5,530,2,-2,1,2,-2,2,0,1500,11,23.66699981689453,1,-2,3,-2,523,2
5202,523,2003,1,10,2614.11,10.5,1,1.5,530,-2,-2,1,2,-2,2,0,1500,11,23.66699981689453,1,-2,3,-2,523,2
5202,523,2005,1,10,2624.35,10.5,1,3.5829999446868896,522,-2,-2,1,2,-2,5,0,1700,11,25.75,1,-2,3,-2,523,2
5202,523,2005,1,10,2624.35,10.5,1,3.5829999446868896,522,2,-2,1,2,-2,5,0,1700,11,25.75,1,-2,3,-2,523,2
5202,523,2007,1,10,2551.46,10.5,1,5.583000183105469,530,-2,-2,1,2,-2,5,0,1700,11,27.75,1,-2,3,-2,523,2
5202,523,2007,1,10,2551.46,10.5,1,5.583000183105469,530,2,-2,1,2,-2,5,0,1700,11,27.75,1,-2,3,-2,523,2
5202,523,2020,1,10,1104.8,10.5,1,18.58300018310547,522,4,-2,4,1,12,5,0,2000,11,36.58300018310547,1,-2,3,NA,523,2
5202,523,2020,1,10,1104.8,10.5,1,18.58300018310547,522,12,-2,4,1,12,5,0,2000,11,36.58300018310547,1,-2,3,NA,523,2
5202,523,2013,1,10,1320.97,10.5,1,11.583000183105469,530,-2,-2,2,2,-2,5,0,1700,11,32.75,1,-2,3,-2,523,2
5202,523,2013,1,10,1320.97,10.5,1,11.583000183105469,530,2,-2,2,2,-2,5,0,1700,11,32.75,1,-2,3,-2,523,2
5202,523,2016,1,15,1116.71,10.5,1,14.666999816894531,521,2,-2,2,2,-2,1,0,1800,11,34.58300018310547,1,-2,3,-2,523,2
5202,523,2016,1,15,1116.71,10.5,1,14.666999816894531,521,-2,-2,2,2,-2,1,0,1800,11,34.58300018310547,1,-2,3,-2,523,2
5202,523,2008,1,15,2673.66,10.5,1,6.583000183105469,522,-2,-2,1,2,-2,5,0,1700,11,28.75,1,-2,3,-2,523,2
5202,523,2008,1,15,2673.66,10.5,1,6.583000183105469,522,2,-2,1,2,-2,5,0,1700,11,28.75,1,-2,3,-2,523,2
5202,523,2004,1,10,2483.24,10.5,1,2.5,522,-2,-2,1,2,-2,5,0,1550,11,24.66699981689453,1,-2,3,-2,523,2
5202,523,2004,1,10,2483.24,10.5,1,2.5,522,2,-2,1,2,-2,5,0,1550,11,24.66699981689453,1,-2,3,-2,523,2
5202,523,2011,1,10,1704.17,10.5,1,9.583000183105469,522,-2,-2,2,1,-2,5,0,1500,11,31.75,1,-2,3,-2,523,2
5202,523,2011,1,10,1704.17,10.5,1,9.583000183105469,522,2,-2,2,1,-2,5,0,1500,11,31.75,1,-2,3,-2,523,2
5202,523,2006,1,10,2343.03,10.5,1,4.583000183105469,522,-2,-2,1,2,-2,5,0,1700,11,26.75,1,-2,3,-2,523,2
5202,523,2006,1,10,2343.03,10.5,1,4.583000183105469,522,2,-2,1,2,-2,5,0,1700,11,26.75,1,-2,3,-2,523,2
5202,523,2001,1,10,2050.33,10.5,1,0.4169999957084656,530,-2,-2,1,1,-2,2,0,1534,11,21.66699981689453,1,-2,3,-2,523,2
5202,523,2001,1,10,2050.33,10.5,1,0.4169999957084656,530,4,-2,1,1,-2,2,0,1534,11,21.66699981689453,1,-2,3,-2,523,2
9401,949,2000,1,10,1736.47,13,1,NA,530,2,1,2,1,-2,5,0,1190,11,5.833000183105469,4,-2,6,-2,949,2
9401,949,2000,1,10,1736.47,13,1,NA,530,-2,1,2,1,-2,5,0,1190,11,5.833000183105469,4,-2,6,-2,949,2
9401,949,2019,1,10,1015.15,13,1,-2,10,-2,1,5,-2,-2,-2,-2,-2,1,6.666999816894531,4,-2,6,NA,949,2
9401,949,2019,1,10,1015.15,13,1,-2,10,1,1,5,-2,-2,-2,-2,-2,1,6.666999816894531,4,-2,6,NA,949,2
9401,949,2002,1,10,2150.11,13,1,20.16699981689453,530,2,1,2,1,-2,5,0,1880,11,5.833000183105469,4,-2,6,-2,949,2
9401,949,2002,1,10,2150.11,13,1,20.16699981689453,530,-2,1,2,1,-2,5,0,1880,11,5.833000183105469,4,-2,6,-2,949,2
9401,949,2018,1,10,948.25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,949,2
9401,949,2010,1,10,1795.97,13,1,5.083000183105469,530,-2,1,2,1,-2,8,0,1361,11,6.666999816894531,4,-2,6,-2,949,2
9401,949,2010,1,10,1795.97,13,1,5.083000183105469,530,2,1,2,1,-2,8,0,1361,11,6.666999816894531,4,-2,6,-2,949,2
9401,949,2014,1,10,1516.84,13,1,-2,10,1,1,5,-2,-2,-2,-2,-2,1,6.666999816894531,4,-2,6,-2,949,2
9401,949,2014,1,10,1516.84,13,1,-2,10,-2,1,5,-2,-2,-2,-2,-2,1,6.666999816894531,4,-2,6,-2,949,2
9401,949,2012,1,10,1419.05,13,1,-2,10,1,1,5,-2,14,-2,-2,-2,1,6.666999816894531,4,-2,6,-2,949,2
9401,949,2012,1,10,1419.05,13,1,-2,10,14,1,5,-2,14,-2,-2,-2,1,6.666999816894531,4,-2,6,-2,949,2
9401,949,2009,1,10,1813.71,13,1,4.083000183105469,530,-2,1,2,1,-2,8,0,1300,11,6.666999816894531,4,-2,6,-2,949,2
9401,949,2009,1,10,1813.71,13,1,4.083000183105469,530,2,1,2,1,-2,8,0,1300,11,6.666999816894531,4,-2,6,-2,949,2
9401,949,2015,1,10,1501.93,13,1,-2,10,1,1,5,-2,-2,-2,-2,-2,1,6.666999816894531,4,-2,6,-2,949,2
9401,949,2015,1,10,1501.93,13,1,-2,10,-2,1,5,-2,-2,-2,-2,-2,1,6.666999816894531,4,-2,6,-2,949,2
9401,949,2017,1,10,964.28,13,1,-2,10,-2,1,5,-2,-2,-2,-2,-2,1,6.666999816894531,4,-2,6,NA,949,2
9401,949,2017,1,10,964.28,13,1,-2,10,1,1,5,-2,-2,-2,-2,-2,1,6.666999816894531,4,-2,6,NA,949,2
9401,949,2003,1,10,1917.75,13,1,21.16699981689453,522,2,1,2,1,-2,5,0,1887,11,5.833000183105469,4,-2,6,-2,949,2
9401,949,2003,1,10,1917.75,13,1,21.16699981689453,522,-2,1,2,1,-2,5,0,1887,11,5.833000183105469,4,-2,6,-2,949,2
9401,949,2005,1,10,2084.07,13,1,0.16699999570846558,530,-2,1,2,1,-2,8,0,1330,11,6.666999816894531,4,-2,6,-2,949,2
9401,949,2005,1,10,2084.07,13,1,0.16699999570846558,530,4,1,2,1,-2,8,0,1330,11,6.666999816894531,4,-2,6,-2,949,2
